what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.xtext.common.types.ui,2.0.1.v201108020636,"org.eclipse.xtext.common.types.ui",1370803131415
stopped,bundle,org.eclipse.gmf.bridge.ui.dashboard,2.3.0.201301191623,"org.eclipse.gmf.bridge.ui.dashboard",1370803131416
stopped,bundle,org.eclipse.gmf.doc.ui,1.3.0.201301191623,"org.eclipse.gmf.doc.ui",1370803131417
stopped,bundle,org.eclipse.gmf.bridge.ui,1.4.0.201301191623,"org.eclipse.gmf.bridge.ui",1370803131418
stopped,bundle,org.eclipse.gmf.bridge.trace,1.3.0.201301191623,"org.eclipse.gmf.bridge.trace",1370803131418
stopped,bundle,org.eclipse.gmf.bridge,1.3.2.201301191623,"org.eclipse.gmf.bridge",1370803131419
stopped,bundle,org.eclipse.gmf.codegen.edit,2.9.1.201301191623,"org.eclipse.gmf.codegen.edit",1370803131420
stopped,bundle,org.eclipse.gmf.codegen,2.9.2.201301191623,"org.eclipse.gmf.codegen",1370803131421
stopped,bundle,org.eclipse.gmf.graphdef.codegen,2.9.1.201301191623,"org.eclipse.gmf.graphdef.codegen",1370803131422
stopped,bundle,org.eclipse.gmf.map.edit,2.9.0.201301191623,"org.eclipse.gmf.map.edit",1370803131422
stopped,bundle,org.eclipse.gmf.graphdef.edit,2.9.0.201301191623,"org.eclipse.gmf.graphdef.edit",1370803131424
stopped,bundle,org.eclipse.gmf.map,2.9.0.201301191623,"org.eclipse.gmf.map",1370803131424
stopped,bundle,org.eclipse.gmf.tooldef.edit,2.3.0.201301191623,"org.eclipse.gmf.tooldef.edit",1370803131425
stopped,bundle,org.eclipse.gmf.tooldef,2.3.0.201301191623,"org.eclipse.gmf.tooldef",1370803131426
stopped,bundle,org.eclipse.gmf.common,1.3.0.201301191623,"org.eclipse.gmf.common",1370803131426
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1370803131426
stopped,bundle,org.eclipse.xtext.ui,2.0.1.v201108020636,"org.eclipse.xtext.ui",1370803131426
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1370803131428
stopped,bundle,org.eclipse.emf.cdo.ui.ide,4.0.0.v20110607-1031,"org.eclipse.emf.cdo.ui.ide",1370803131428
stopped,bundle,org.eclipse.emf.ecoretools,1.0.0.v20110608-1236,"org.eclipse.emf.ecoretools",1370803131428
stopped,bundle,org.eclipse.emf.ecoretools.diagram,1.0.0.v20110601-1615,"org.eclipse.emf.ecoretools.diagram",1370803131429
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1370803131429
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1370803131429
stopped,bundle,org.eclipse.gmf.ecore.editor,2.2.0.201301191623,"org.eclipse.gmf.ecore.editor",1370803131430
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1370803131430
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1370803131430
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1370803131430
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1370803131431
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1370803131431
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1370803131432
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1370803131432
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1370803131473
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1370803131473
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1370803131473
stopped,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1370803131473
stopped,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1370803131473
stopped,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1370803131473
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1370803131474
stopped,bundle,org.eclipse.acceleo.ui.interpreter,3.2.2.v20120807-0831,"org.eclipse.acceleo.ui.interpreter",1370803131476
stopped,bundle,org.eclipse.m2m.qvt.oml.runtime.ui,3.1.0.v20101214-1530,"org.eclipse.m2m.qvt.oml.runtime.ui",1370803131477
stopped,bundle,org.eclipse.m2m.qvt.oml.common.ui,3.1.0.v20101214-1530,"org.eclipse.m2m.qvt.oml.common.ui",1370803131479
stopped,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1370803131501
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.providers.ide",1370803131503
stopped,bundle,org.eclipse.gmf.runtime.common.ui.action.ide,1.5.0.v20101221-2230,"org.eclipse.gmf.runtime.common.ui.action.ide",1370803131504
stopped,bundle,org.eclipse.emf.ecoretools.diagram.ui.outline,1.0.0.v20110601-1615,"org.eclipse.emf.ecoretools.diagram.ui.outline",1370803131505
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.geoshapes,1.4.1.v20101119-2230,"org.eclipse.gmf.runtime.diagram.ui.geoshapes",1370803131506
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.render,1.4.1.v20101119-2230,"org.eclipse.gmf.runtime.diagram.ui.render",1370803131507
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.printing.render,1.4.1.v20101119-2230,"org.eclipse.gmf.runtime.diagram.ui.printing.render",1370803131508
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.printing,1.4.1.v20101119-2230,"org.eclipse.gmf.runtime.diagram.ui.printing",1370803131510
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.providers,1.5.0.v20110216-2230,"org.eclipse.gmf.runtime.diagram.ui.providers",1370803131511
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.actions,1.4.1.v20101221-2230,"org.eclipse.gmf.runtime.diagram.ui.actions",1370803131512
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.dnd,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.dnd",1370803131513
stopped,bundle,org.eclipse.emf.ecoretools.filters,1.0.0.v20110601-1615,"org.eclipse.emf.ecoretools.filters",1370803131515
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor.ide,1.2.1.v20101119-2230,"org.eclipse.gmf.runtime.diagram.ui.resources.editor.ide",1370803131516
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1.4.1.v20101119-2230,"org.eclipse.gmf.runtime.diagram.ui.resources.editor",1370803131517
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.properties,1.4.2.v20101129-2230,"org.eclipse.gmf.runtime.diagram.ui.properties",1370803131518
stopped,bundle,org.eclipse.gmf.tooling.runtime,3.0.2.201301191623,"org.eclipse.gmf.tooling.runtime",1370803131518
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui,1.5.0.v20110309-2230,"org.eclipse.gmf.runtime.diagram.ui",1370803131520
stopped,bundle,org.eclipse.gmf.runtime.emf.ui.properties,1.5.0.v20101222-2230,"org.eclipse.gmf.runtime.emf.ui.properties",1370803131522
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1370803147851
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1370803147852
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1370803147852
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1370803147852
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1370803147852
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1370803147852
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1370803147852
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1370803147852
